datetime,open,high,low,close,volume,timestamp,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,bb_upper,bb_lower,rsi_14,macd,macd_signal,macd_hist,high_low_ratio,price_change_1,return_1h,price_change_3,return_3h,price_change_6,return_6h,price_change_12,return_12h,price_change_24,return_24h,volume_sma_5,volume_sma_10,volume_sma_20,volume_change
2020-03-15 17:00:00,123.52,124.63,123.0,123.0,10.125622,1584291600,124.018,123.83896172620311,124.20600000000002,123.92068333682967,122.9425,124.15285849924865,126.10700000000001,127.91560268912586,138.42340000000002,141.05974086111527,127.12855139912715,118.75644860087284,56.29921259842519,-0.58897192332158,-0.8619250810063691,0.2729531576847891,1.0132520325203251,-0.9699999999999989,0.007560975609756104,-0.4300000000000068,-0.01788617886178867,-2.8799999999999955,0.008536585365853666,0.480000000000004,-0.05439024390243896,-4.260000000000005,-0.0814634146341463,65.34367795399982,39.938546267999996,448.4343656595,0.05793008442208558
2020-03-15 18:00:00,123.2,123.93,119.69,123.93,71.78563109,1584295200,123.74600000000001,123.86930781746875,124.394,123.9223772755879,122.89799999999998,124.1316338802726,126.1084,127.75930454445427,137.72439999999997,140.72053807178625,127.01842205302827,118.77757794697169,57.74111675126906,-0.5449479958077603,-0.7985296639666474,0.25358166815888705,1.0354248475227672,0.9300000000000068,-0.002662793512466788,-0.46999999999999886,0.07665617687404169,-1.1799999999999926,-0.018316791737271076,0.3500000000000085,-0.09618332929879769,-4.150000000000006,-0.08012587751149847,20.387530579999815,46.147688597,450.52637878200005,6.0895033500164235
2020-03-15 19:00:00,123.72,123.74,123.6,123.6,20.76099956,1584298800,123.78,123.77953854497918,124.55400000000002,123.86376322548101,123.07800000000002,124.0810020821514,126.13799999999999,127.5961945623188,137.0504,140.3815175159093,126.97378233482628,119.18221766517375,53.58565737051791,-0.5305708674615346,-0.7449379046656248,0.21436703720409023,1.0011326860841423,-0.3300000000000125,-0.02265372168284785,-0.37000000000000455,-0.00461165048543688,-1.690000000000012,-0.009870550161812264,1.0799999999999983,-0.12249190938511323,-4.390000000000001,-0.10760517799352753,22.732577265999815,47.89137318,324.831533048,-0.7107917107537683
2020-03-15 20:00:00,123.46,123.46,120.8,120.8,131.62181967,1584302400,123.05999999999999,122.78635902998613,123.941,123.30671536630264,123.17849999999999,123.76852569337508,126.1692,127.32967712850238,136.33270000000002,139.9937646938121,126.69362985465412,119.66337014534585,41.72619047619049,-0.7366221672761668,-0.7432747571877333,0.0066525899115664755,1.0220198675496688,-2.799999999999997,0.10455298013245051,-2.200000000000003,0.026903973509933676,-2.6300000000000097,0.019288079470198616,-1.25,-0.08443708609271527,-6.240000000000009,-0.0943708609271523,48.773047199999816,60.00353007,113.95967186150001,5.339859470138153
2020-03-15 21:00:00,120.53,133.43,120.53,133.43,101.29902994,1584306000,124.952,126.33423935332411,124.696,125.14731257242943,123.80700000000002,124.68866610352984,126.29820000000001,127.56890547640425,135.82580000000002,139.86378915532077,129.43604535239226,118.17795464760776,69.22805780754317,0.11785755129955078,-0.5710482954902766,0.6889058467898274,1.1070272961088525,12.63000000000001,-0.07794349096904751,9.5,-0.08821104699093163,9.030000000000001,-0.0804916435584202,11.430000000000007,-0.19028704189462642,6.400000000000006,-0.17522296335157017,67.11862045199982,68.509010265,38.362609551,-0.23037813795634188
2020-03-15 22:00:00,131.05,131.25,122.08,123.03,43.43825737,1584309600,124.958,125.23282623554942,124.48800000000001,124.76234665016953,123.902,124.53069790319367,126.21060000000001,127.39090918321193,135.1714,139.53044679580947,129.40350448325623,118.40049551674377,51.27937336814622,-0.04365101735250221,-0.46556883986272174,0.42191782251021953,1.0751146788990826,-10.400000000000006,0.008290660814435524,-0.5699999999999932,-0.005283264244493213,-0.9399999999999977,-0.0027635536048118414,-3.9000000000000057,-0.1715028854750873,-1.789999999999992,-0.121433796634967,73.78114752599981,69.56241273999998,40.130638261,-0.571187824841672
2020-03-15 23:00:00,124.05,124.05,124.05,124.05,1.57794749,1584313200,124.98200000000001,124.83855082369962,124.364,124.63282907741143,124.05050000000001,124.48491715050856,126.11820000000002,127.25989313681146,134.51850000000002,139.22390329490236,129.38920268100125,118.71179731899876,52.61013496307614,-0.08832410085651077,-0.39011989206147957,0.3017957912049688,1.0,1.019999999999996,-0.019266424828698114,3.25,-0.007416364369206008,1.0499999999999972,-0.0623941958887545,-1.8299999999999983,-0.16291817815397014,4.049999999999997,-0.1088270858524788,59.739610805999824,40.063570692999996,39.828970713,-0.9636737846880159
2020-03-16 00:00:00,121.53,122.09,120.3,121.66,23.03281867,1584316800,124.59400000000001,123.77903388246642,124.18700000000001,124.09231469970025,124.059,124.2158774218887,125.97720000000001,127.04028948438747,133.818,138.87610322965676,129.3810530269242,118.7369469730758,42.82602777021508,-0.31297310815045876,-0.3746905352792754,0.06171742712881667,1.014879467996675,-2.3900000000000006,0.005918132500410955,-11.77000000000001,0.008466217326976722,-2.2700000000000102,-0.07931941476245263,-3.450000000000003,-0.11343087292454379,2.8699999999999903,-0.09321058688147299,60.19397462799982,41.463275947,40.73506905949999,13.596695274061371
2020-03-16 01:00:00,121.57,122.8,121.57,122.38,11.47501355,1584320400,124.91,123.31268925497761,123.98499999999999,123.78098475430019,124.05199999999999,124.04103195313739,125.78480000000002,126.85753303401934,133.144,138.5494477201586,129.38293691778406,118.72106308221592,45.19230769230769,-0.42797762260411787,-0.38534795274424394,-0.04262966985987393,1.0101176277042034,0.7199999999999989,0.006128452361497061,-0.6500000000000057,0.0025330936427521156,-1.2199999999999989,-0.11374407582938395,-2.910000000000011,-0.11823827422781497,1.519999999999996,-0.04976303317535535,36.16461340399982,42.468830302,41.07253821,-0.5017972522422502
2020-03-16 02:00:00,123.15,123.15,123.11,123.13,8.55952607,1584324000,122.85,123.25179283665176,123.901,123.66262388988197,124.02950000000001,123.95426700521953,125.61500000000002,126.71135526797937,132.4259,138.24411212173965,129.37260958153965,118.68639041846039,47.27872457394172,-0.45337457697547734,-0.39895327759049065,-0.05442129938498669,1.0003249126797173,0.75,-0.0035734589458296107,-0.9200000000000017,-0.055388613660358965,2.3299999999999983,-0.10176236498010238,-0.30000000000001137,-0.0933160074717777,2.0,-0.05360188418744416,17.616712629999824,42.367666541,41.2053736465,-0.2540726829904266
