timestamp,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,ema_50,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,close_open_ratio,high_low_ratio,volume_sma_20,volume_ratio,return_1h,return_3h,return_6h,return_12h,return_24h,day_of_week,hour_of_day
2022-02-01 05:00:00,0.04768,0.04768,0.0468,0.04762,2369.4397799999997,0.04762999999999999,0.047592,0.048598,0.045599999999999995,0.0477282886005424,0.04789325663516536,0.04757368034715638,0.04650597669954108,45.53252323087923,0.0006212694082576437,0.0009288549799171098,-0.00030758557165946616,0.048598,0.05330457144180785,0.043891428558192155,0.9987416107382551,1.0188034188034187,92839.70397444101,0.02552183687113341,-0.002519949601007987,0.024989500209995796,-0.03380932381352375,-0.007769844603108034,-0.02162956740865185,1,5
2022-02-01 06:00:00,0.0473,0.04893,0.0468,0.0475,215357.38586162002,0.04764,0.047708,0.048807,0.045656999999999996,0.0476521924003616,0.04782175542877166,0.04756666317123673,0.04654495800544143,36.296296296296305,0.000544452687418373,0.0008519745214173624,-0.0003075218339989894,0.048807,0.052851380636987716,0.04476261936301229,1.0042283298097252,1.0455128205128206,101768.977402783,2.116139823330197,-0.0037894736842105647,0.01200000000000001,-0.04378947368421049,0.005684210526315736,-0.008421052631578885,1,6
2022-02-01 07:00:00,0.0468,0.0475,0.0468,0.04732,13869.63911979,0.047564,0.047760000000000004,0.048768,0.0457104,0.04754146160024107,0.047730527168994986,0.047543171440642754,0.04657535180914961,34.86842105263162,0.00046370508348540784,0.0007743206338309715,-0.0003106155503455637,0.048768,0.05285589535348591,0.04468010464651409,1.011111111111111,1.014957264957265,98782.1982885435,0.1404062610479338,0.031487743026204607,-0.005071851225697421,-0.02789518174133565,0.003169907016060902,-0.015638207945900207,1,7
2022-02-01 08:00:00,0.04733,0.0491,0.04733,0.04881,42251.859252279995,0.047786,0.04783,0.0488735,0.0457936,0.047964307733494055,0.04792679495645044,0.047663821779629155,0.0466629850715359,32.249786142001724,0.0005140173016748434,0.000722259967399746,-0.0002082426657249026,0.0488735,0.05284389716958009,0.044903102830419914,1.031269807732939,1.0373969997887176,96392.94858873,0.43832935780968496,-0.015160827699241874,-0.05736529399713164,-0.03523868059823809,-0.027658266748617044,-0.0456873591477156,1,8
2022-02-01 09:00:00,0.04748,0.04967,0.04727,0.04807,189236.26565388998,0.047864000000000004,0.047821999999999996,0.048639499999999995,0.0458744,0.04799953848899604,0.047952832237095816,0.04770250541966447,0.0467181621275541,42.4071991001125,0.0004885466201802469,0.0006755172979558461,-0.00018697067777559927,0.048639499999999995,0.0521758524175415,0.04510314758245849,1.0124262847514742,1.0507721599323039,104025.1314166825,1.81913988549446,-0.020594965675057253,-0.055127938423132905,-0.0430622009569378,-0.026211774495527473,-0.028292074058664407,1,9
2022-02-01 10:00:00,0.04808,0.04808,0.046,0.04708,48985.00076255,0.047756,0.047693,0.048389,0.045935199999999995,0.047693025659330694,0.04779413546671475,0.04764321918922023,0.046732351848042177,55.44117647058821,0.00038404911621518767,0.0006172236616077144,-0.00023317454539252677,0.048389,0.05159010441467993,0.045187895585320076,0.9792013311148087,1.0452173913043479,100739.821270682,0.48625260740665965,-0.022727272727272596,-0.022939677145284554,0.0053101104502972785,0.008496176720475868,-0.032497875955819766,1,10
2022-02-01 11:00:00,0.04708,0.04708,0.04588,0.04601,72007.05958568,0.047458,0.047549,0.048246,0.04595540000000001,0.04713201710622047,0.04746974720003934,0.04748767450453259,0.046704024324589546,44.66936572199731,0.0002124450989637594,0.0005362679490789235,-0.0003238228501151641,0.048246,0.05160810710872295,0.04488389289127705,0.9772727272727274,1.02615518744551,94737.54581116649,0.7600688720521268,-0.0128232992827646,0.023473158009128303,0.02695066289936965,0.032166920234731444,-0.00999782655944359,1,11
2022-02-01 12:00:00,0.04626,0.04644,0.04542,0.04542,23817.5582464,0.047077999999999995,0.047321,0.0479755,0.04596340000000001,0.04656134473748032,0.04709706589094127,0.04729075312314854,0.046653670429507604,29.895366218236205,2.851095326576042e-05,0.0004347165499162909,-0.0004062055966505305,0.0479755,0.05133277630833767,0.04461822369166232,0.9818417639429312,1.0224570673712021,89531.620394405,0.26602398282839973,0.01276970497578156,0.01276970497578156,0.05173932188463226,0.04535446939674159,-0.009247027741083325,1,12
2022-02-01 13:00:00,0.04644,0.04677,0.046,0.046,36372.9609444,0.046516,0.047151,0.0477255,0.0459912,0.04637422982498688,0.04689759936531558,0.04716782425427725,0.04662803629501711,35.1313969571231,-6.9654100523453e-05,0.00033384241982834217,-0.00040349652035179517,0.0477255,0.05087255192036497,0.04457844807963503,0.9905254091300603,1.0167391304347826,85449.660784846,0.4256653637980332,0.023695652173913118,0.028913043478260736,0.03195652173913044,0.0,-0.0047826086956521685,1,13
2022-02-01 14:00:00,0.04658,0.04709,0.046,0.04709,26985.23502708,0.04632,0.047092,0.047432,0.04603059999999999,0.04661281988332459,0.04693258129889456,0.04716041242053656,0.046646152518741935,42.098765432098745,-5.881869707598936e-05,0.0002553101964474759,-0.00031412889352346523,0.047432,0.0493961374161379,0.0454678625838621,1.0109489051094889,1.0236956521739131,79394.800212421,0.3398866796676978,-0.023147165003185366,0.0033977489912933034,0.007857294542365834,-0.0065831386706306505,-0.05967296665958799,1,14
